rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db
1,1,01:00:47,91191,1,0,B,1,發短球,,1.0,2,8,623.0,363.0,2,8,698,525,,,,,8,615,375,8,751,565,0
1,2,01:00:48,91205,1,0,A,2,放小球,,1.0,1,8,698.0,525.0,2,8,623,388,,,,,8,715,547,8,634,361,0
1,3,01:00:49,91226,1,0,B,2,放小球,,1.0,1,8,623.0,388.0,2,7,679,491,,,,,8,600,386,8,614,554,0
1,4,01:00:50,91251,1,0,A,2,放小球,,1.0,2,7,679.0,491.0,1,7,660,423,,,,,8,665,522,8,636,369,0
1,5,01:00:50,91270,1,0,B,3,撲球,,1.0,2,7,660.0,423.0,1,7,660,423,掛網,對手掛網,A,,7,661,414,8,630,538,0
2,1,01:01:06,91658,2,0,A,1,發短球,,1.0,2,,,,1,8,704,388,,,,,8,624,542,8,726,376,0
2,2,01:01:06,91669,2,0,B,2,推球,,1.0,2,8,704.0,388.0,1,4,459,637,,,,,8,687,389,8,641,557,0
2,3,01:01:07,91697,2,0,A,2,過度切球,,,2,4,459.0,637.0,1,5,492,376,,,,,8,503,630,8,609,360,0
2,4,01:01:08,91716,2,0,B,2,擋小球,,,1,5,492.0,376.0,2,2,497,512,,,,,8,561,361,8,571,595,0
2,5,01:01:09,91733,2,0,A,2,擋小球,,,1,2,497.0,512.0,2,1,495,400,,,,,8,508,551,8,595,361,0
2,6,01:01:10,91754,2,0,B,2,放小球,,,1,1,495.0,400.0,2,2,498,480,,,,,8,535,394,8,567,566,0
2,7,01:01:11,91778,2,0,A,2,推球,,,2,2,498.0,480.0,1,5,526,331,,,,,2,485,513,8,586,373,0
2,8,01:01:12,91813,2,0,B,2,過度切球,,,2,5,526.0,331.0,1,8,618,550,,,,,9,538,325,8,597,571,0
2,9,01:01:13,91830,2,0,A,2,勾球,,,1,8,618.0,550.0,2,7,765,400,,,,,8,610,563,8,591,343,0
2,10,01:01:13,91849,2,0,B,2,挑球,,1.0,2,7,765.0,400.0,1,6,484,628,,,,,8,682,396,8,661,567,0
2,11,01:01:15,91881,2,0,A,2,過度切球,,,1,6,484.0,628.0,2,7,760,415,,,,,9,512,642,8,627,362,0
2,12,01:01:16,91903,2,0,B,2,挑球,,1.0,2,7,760.0,415.0,1,4,461,641,,,,,8,699,386,8,620,597,0
2,13,01:01:17,91933,2,0,A,2,長球,,,2,4,461.0,641.0,1,3,498,326,,,,,9,562,643,8,628,365,0
2,14,01:01:18,91960,2,0,B,3,殺球,,,2,3,498.0,326.0,1,11,906,565,出界,對手出界,A,,3,506,325,8,605,598,0
3,1,01:01:50,92752,3,0,A,1,發短球,,1.0,2,,,,2,8,597,377,,,,,8,651,545,8,584,367,0
3,2,01:01:50,92769,3,0,B,2,勾球,,,1,8,597.0,377.0,2,7,751,485,,,,,8,603,388,8,641,556,0
3,3,01:01:51,92790,3,0,A,2,挑球,,1.0,2,7,751.0,485.0,1,8,529,331,,,,,7,724,511,8,653,375,0
3,4,01:01:52,92820,3,0,B,2,過度切球,,,1,8,529.0,331.0,2,7,551,516,,,,,9,571,325,8,610,575,0
3,5,01:01:53,92836,3,0,A,2,勾球,,,1,7,551.0,516.0,2,6,789,395,,,,,8,553,565,8,598,338,0
3,6,01:01:54,92859,3,0,B,2,推球,,1.0,2,6,789.0,395.0,1,5,811,626,,,,,8,715,394,8,662,567,0
3,7,01:01:55,92887,3,0,A,2,過度切球,,1.0,2,5,811.0,626.0,1,8,761,396,,,,,9,759,636,8,670,368,0
3,8,01:01:56,92904,3,0,B,2,平球,,1.0,2,8,761.0,396.0,1,8,784,571,,,,,8,685,380,8,701,601,0
3,9,01:01:56,92916,3,0,A,2,擋小球,,1.0,1,8,784.0,571.0,2,6,774,396,,,,,8,721,571,8,690,368,0
3,10,01:01:57,92939,3,0,B,2,推球,,1.0,2,6,774.0,396.0,1,6,480,623,,,,,8,710,380,8,676,575,0
3,11,01:01:58,92966,3,0,A,2,切球,,,1,6,480.0,623.0,2,5,503,393,,,,,9,586,637,8,627,355,0
3,12,01:01:59,92987,3,0,B,2,擋小球,,,1,5,503.0,393.0,2,2,500,480,,,,,8,532,378,8,571,601,0
3,13,01:02:00,93011,3,0,A,2,挑球,,,2,2,500.0,480.0,1,3,523,327,,,,,2,500,518,8,570,372,0
3,14,01:02:01,93046,3,0,B,2,殺球,,,1,3,523.0,327.0,2,8,550,571,,,,,9,542,310,8,607,578,0
3,15,01:02:02,93058,3,0,A,2,勾球,,,1,8,550.0,571.0,2,7,769,405,,,,,8,603,588,9,556,318,0
3,16,01:02:03,93083,3,0,B,3,推球,,1.0,1,7,769.0,405.0,2,12,927,653,出界,對手出界,A,,8,684,386,8,653,581,0
4,1,01:02:24,93607,4,0,A,1,發短球,,1.0,2,,,,1,8,691,369,,,,,8,624,543,8,737,370,0
4,2,01:02:25,93627,4,0,B,2,推球,,1.0,2,8,691.0,369.0,1,8,494,617,,,,,8,672,388,8,649,558,0
4,3,01:02:25,93648,4,0,A,2,殺球,,,1,8,494.0,617.0,2,8,524,363,,,,,9,550,632,8,610,358,0
4,4,01:02:26,93658,4,0,B,2,擋小球,,,1,8,524.0,363.0,2,8,521,557,,,,,8,596,357,9,522,641,0
4,5,01:02:27,93680,4,0,A,2,擋小球,,,1,8,521.0,557.0,2,8,523,397,,,,,8,526,552,8,576,362,0
4,6,01:02:28,93700,4,0,B,2,放小球,,,1,8,523.0,397.0,2,7,510,499,,,,,7,528,411,8,572,568,0
4,7,01:02:28,93716,4,0,A,2,挑球,,,2,7,510.0,499.0,1,8,740,333,,,,,8,505,524,8,553,389,0
4,8,01:02:29,93748,4,0,B,2,殺球,1.0,,1,8,740.0,333.0,2,8,544,545,,,,,9,723,319,8,659,570,0
4,9,01:02:30,93759,4,0,A,2,擋小球,,,1,8,544.0,545.0,2,1,487,405,,,,,8,642,585,9,753,319,0
4,10,01:02:31,93789,4,0,B,2,放小球,,,1,1,487.0,405.0,2,2,462,473,,,,,8,556,387,8,522,558,0
4,11,01:02:32,93808,4,0,A,2,推球,,,1,2,462.0,473.0,2,4,766,325,,,,,2,480,498,5,498,391,0
4,12,01:02:33,93849,4,0,B,2,長球,,1.0,2,4,766.0,325.0,1,9,804,637,,,,,8,693,330,8,740,579,0
4,13,01:02:34,93874,4,0,A,2,殺球,1.0,,1,9,804.0,637.0,2,8,731,359,,,,,9,801,645,8,659,340,0
4,14,01:02:35,93887,4,0,B,3,擋小球,,1.0,1,8,731.0,359.0,2,11,884,338,未過網,對手未過網,A,,8,672,351,9,767,637,0
5,1,01:03:14,94855,5,0,A,1,發短球,,1.0,2,,,,1,8,566,393,,,,,8,651,544,8,588,371,0
5,2,01:03:14,94870,5,0,B,2,挑球,,1.0,2,8,566.0,393.0,1,6,458,615,,,,,8,581,393,8,625,557,0
5,3,01:03:16,94906,5,0,A,2,切球,,,1,6,458.0,615.0,2,8,523,379,,,,,4,467,643,8,608,366,0
5,4,01:03:17,94926,5,0,B,2,擋小球,,,1,8,523.0,379.0,2,2,494,491,,,,,8,559,368,8,547,594,0
5,5,01:03:17,94945,5,0,A,2,挑球,,,2,2,494.0,491.0,1,8,735,329,,,,,6,490,533,8,584,364,0
5,6,01:03:19,94979,5,0,B,2,後場抽平球,,1.0,2,8,735.0,329.0,1,7,714,511,,,,,9,691,324,8,679,567,0
5,7,01:03:19,94994,5,0,A,2,擋小球,,1.0,1,7,714.0,511.0,2,7,635,408,,,,,8,664,557,8,673,341,0
5,8,01:03:20,95015,5,0,B,2,挑球,,1.0,2,7,635.0,408.0,1,3,826,636,,,,,8,612,379,8,623,571,0
5,9,01:03:21,95045,5,0,A,2,殺球,1.0,,1,3,826.0,636.0,2,8,747,362,,,,,9,803,645,8,662,358,0
5,10,01:03:22,95062,5,0,B,3,平球,,1.0,1,8,747.0,362.0,2,2,823,404,未過網,對手未過網,A,,8,721,358,3,848,640,0
6,1,01:03:52,95807,5,1,A,1,發短球,,1.0,2,,,,1,8,720,369,,,,,8,626,543,8,740,373,0
6,2,01:03:52,95822,5,1,B,2,推球,,1.0,2,8,720.0,369.0,1,9,784,630,,,,,8,699,389,8,630,563,0
6,3,01:03:53,95845,5,1,A,2,殺球,1.0,,1,9,784.0,630.0,2,8,729,370,,,,,9,774,634,8,674,363,0
6,4,01:03:54,95858,5,1,B,2,擋小球,,1.0,1,8,729.0,370.0,2,8,738,533,,,,,8,684,359,3,805,635,0
